bench,node,strategy,throughput,latency
mysqld,2,c-bo-mcs_stp,816,68547
ssl_proxy,6,clh_stp,4369,88932351
memcached-old,4,ahmcs,35676,3125
ssl_proxy,2,mcs_spin,40360,1590271
ssl_proxy,4,ahmcs,44073,4112383
kyotocabinet,8,malth_stp,263072,143
kyotocabinet,4,hmcs,330285,1805
memcached-new,2,spinlock,175336,10479
kyotocabinet,6,mcs_stp,59469,2165
ssl_proxy,8,ttas-ls,6348,86441983
kyotocabinet,8,ttas-ls,75745,4283
ssl_proxy,1,c-tkt-tkt,37689,808959
kyotocabinet,2,ttas,167080,1158
memcached-new,2,mcs-ls,306530,3241
memcached-old,4,hmcs,75147,2887
upscaledb,1,mcs-timepub,159360,76
upscaledb,6,ttas,67956,9199
kyotocabinet,1,spinlock,269321,148
kyotocabinet,2,clh_stp,76945,562
memcached-new,2,c-tkt-tkt,328502,2925
ssl_proxy,4,malth_spin,32466,7929855
memcached-new,6,alock-ls,299405,3185
upscaledb,8,hticket-ls,166648,5635
kyotocabinet,8,ticket,105821,1624
upscaledb,1,c-ptl-tkt,169142,73
memcached-new,6,c-bo-mcs_stp,45136,300287
memcached-old,7,hmcs,50746,23647
sqlite,1,mcs-timepub,11665,109055
kyotocabinet,1,malth_spin,336687,142
memcached-old,4,c-tkt-tkt,66631,3205
memcached-new,4,c-bo-mcs_spin,221362,22303
kyotocabinet,2,pthreadadapt,246305,699
memcached-new,2,ahmcs,334568,2959
memcached-old,4,spinlock,34977,9783
kyotocabinet,6,c-tkt-tkt,288166,2293
upscaledb,8,spinlock-ls,29439,16783
memcached-old,7,ticket,13209,36575
upscaledb,6,spinlock-ls,36929,8975
kyotocabinet,1,mcs-ls,325388,76
upscaledb,1,spinlock-ls,151173,252
upscaledb,2,alock-ls,180268,119
memcached-old,2,pthread,73673,3843
memcached-new,4,backoff,245815,19951
kyotocabinet,6,clh_stp,65591,1950
kyotocabinet,4,mcs-timepub,273322,344
ssl_proxy,1,ahmcs,36782,830463
upscaledb,4,mcs_stp,58324,607
memcached-old,6,spinlock,24639,16495
ssl_proxy,6,clh_spin,34841,7897087
upscaledb,1,c-bo-mcs_spin,144397,40
memcached-new,6,pthreadadapt,98951,13807
memcached-old,4,c-bo-mcs_stp,88390,2459
mysqld,8,pthread,1006,11444
upscaledb,6,malth_spin,192112,336
kyotocabinet,4,hmcs,331637,1797
memcached-old,4,c-tkt-tkt,75899,3019
kyotocabinet,2,ticket,224195,205
upscaledb,1,c-tkt-tkt,160974,76
memcached-new,6,mcs_spin,283239,3309
ssl_proxy,2,ttas-ls,23183,18038783
memcached-old,2,c-bo-mcs_spin,108578,3261
kyotocabinet,4,c-bo-mcs_stp,316795,129
kyotocabinet,8,clh-ls,229152,824
sqlite,1,mutexee,7591,167039
kyotocabinet,8,ttas,46526,19823
kyotocabinet,6,clh-ls,248243,564
ssl_proxy,2,hticket-ls,45719,1313791
kyotocabinet,2,mcs_spin,329292,149
upscaledb,2,mcs_spin,178545,120
memcached-new,1,alock-ls,226685,3697
kyotocabinet,2,ticket,213393,212
mysqld,1,pthreadadapt,985,26169
kyotocabinet,6,mcs-timepub,239173,596
memcached-new,6,backoff,243522,23903
memcached-old,1,malth_spin,126224,1465
upscaledb,1,c-tkt-tkt,153068,525
memcached-old,7,backoff,16606,35263
mysqld,4,mcs-timepub,720,76775
memcached-old,2,c-bo-mcs_spin,106804,2553
memcached-new,4,hmcs,301521,3317
kyotocabinet,6,mcs-ls,255930,553
memcached-new,2,spinlock,176472,13663
upscaledb,6,clh_stp,49334,1042
ssl_proxy,8,c-tkt-tkt,27632,13230079
memcached-old,7,mutexee,16902,33151
memcached-new,1,c-bo-mcs_stp,164878,7055
upscaledb,1,ttas-ls,154980,228
upscaledb,2,c-tkt-tkt,201307,1417
memcached-new,6,hmcs,325227,2997
ssl_proxy,2,alock-ls,43310,1535999
ssl_proxy,4,alock-ls,39832,3241983
memcached-old,2,hmcs,97668,2095
upscaledb,2,ticket-ls,165185,128
upscaledb,1,mcs_spin,166450,77
mysqld,4,mcs-timepub,713,67140
kyotocabinet,8,ahmcs,298177,2259
mysqld,4,mutexee,1036,21216
upscaledb,8,backoff,145991,5923
ssl_proxy,6,hmcs,38275,7569407
memcached-new,2,mcs_spin,340140,2879
memcached-new,6,ticket-ls,198222,7531
memcached-new,4,pthread,79083,13919
upscaledb,4,ticket-ls,155531,248
memcached-old,4,pthread,32541,5687
ssl_proxy,2,malth_stp,27690,3065855
sqlite,1,malth_stp,9745,131839
memcached-new,2,mcs_spin,321056,3119
kyotocabinet,6,pthreadadapt,105001,4375
upscaledb,2,mcs_stp,67695,267
ssl_proxy,2,c-bo-mcs_stp,29714,2809855
ssl_proxy,6,spinlock,3567,83689471
ssl_proxy,8,c-tkt-tkt,26190,20545535
memcached-old,2,ttas-ls,83351,1745
mysqld,4,pthreadadapt,999,22206
memcached-new,4,spinlock,66302,30127
ssl_proxy,1,ahmcs,37138,836607
memcached-new,4,mutexee,93407,12063
kyotocabinet,1,ticket,299430,81
kyotocabinet,6,alock-ls,248953,566
kyotocabinet,8,ttas,50380,18463
memcached-new,1,malth_spin,243108,3565
ssl_proxy,6,mcs_spin,33149,7970815
kyotocabinet,4,hmcs,333024,1774
ssl_proxy,2,pthreadadapt,22975,3758079
kyotocabinet,4,malth_stp,296650,141
memcached-old,1,pthread,111295,1826
memcached-old,4,malth_stp,47347,7607
ssl_proxy,8,c-tkt-tkt,27584,20267007
memcached-old,1,ticket,171451,1307
upscaledb,2,ticket-ls,163840,132
upscaledb,1,clh_stp,67997,142
upscaledb,6,partitioned,155794,379
memcached-new,6,alock-ls,291732,3983
mysqld,4,mutexee,996,12445
memcached-new,4,mutexee,88772,12671
ssl_proxy,1,partitioned,36775,812543
ssl_proxy,2,clh_spin,40283,1440767
memcached-new,6,hmcs,309586,3061
memcached-new,6,hmcs,299270,3207
ssl_proxy,4,malth_spin,32844,4448255
upscaledb,4,spinlock-ls,85098,2027
sqlite,6,malth_stp,11715,185727
memcached-new,2,mcs-timepub,304234,3265
sqlite,2,pthread,5633,236287
upscaledb,6,partitioned,156007,378
memcached-old,1,malth_stp,123849,1474
ssl_proxy,6,clh_stp,4388,88735743
upscaledb,4,ttas,86746,4451
upscaledb,4,mutexee,83992,12583
memcached-old,4,mcs-ls,47909,6099
ssl_proxy,2,mutexee,25538,2740223
memcached-old,2,ttas,91510,4343
mysqld,1,mutexee,983,28146
memcached-old,4,ticket-ls,44578,13887
memcached-old,4,pthread,36906,8967
kyotocabinet,4,backoff,315113,308
memcached-old,1,spinlock,174479,3727
kyotocabinet,2,c-bo-mcs_spin,373156,23
ssl_proxy,6,mcs-ls,33360,10567679
upscaledb,1,pthread,81363,1817
memcached-new,2,ticket,216864,4703
memcached-new,6,malth_spin,264478,41343
memcached-old,1,ttas-ls,176018,1288
kyotocabinet,2,mutexee,217698,633
upscaledb,1,partitioned,165483,76
sqlite,6,pthreadadapt,5320,334335
memcached-old,2,alock-ls,83385,2527
upscaledb,4,pthreadadapt,137186,3577
memcached-new,2,mcs-timepub,304221,3263
memcached-old,1,backoff,180741,2371
ssl_proxy,6,c-tkt-tkt,33352,7921663
mysqld,6,mutexee,1021,12701
memcached-old,2,alock-ls,82326,2833
ssl_proxy,6,clh_spin,34938,11026431
ssl_proxy,2,mcs-timepub,39262,1644543
kyotocabinet,2,hticket-ls,330010,330
upscaledb,8,mcs-timepub,138191,569
memcached-old,7,malth_spin,29537,20175
memcached-new,6,mcs-ls,297038,4011
kyotocabinet,1,backoff,380425,36
mysqld,1,mutexee,996,21122
sqlite,8,pthread,2724,695295
memcached-old,7,hmcs,51797,24159
memcached-old,7,c-tkt-tkt,49308,21519
upscaledb,6,c-tkt-tkt,170497,4307
memcached-new,4,ticket-ls,240129,4795
ssl_proxy,1,c-tkt-tkt,37997,783871
ssl_proxy,1,clh-ls,37411,807935
kyotocabinet,4,ttas,83148,4567
upscaledb,6,hticket-ls,171870,5427
upscaledb,6,ttas,61705,9751
upscaledb,8,clh-ls,158471,484
ssl_proxy,6,ttas-ls,7884,59047935
mysqld,6,mutexee,1029,405202
upscaledb,4,hmcs,203705,3529
memcached-old,4,mcs-ls,45869,9495
upscaledb,6,spinlock,32067,7903
upscaledb,1,hticket-ls,149490,587
memcached-old,6,ticket-ls,20806,18831
memcached-new,4,mutexee,99866,11247
sqlite,8,mcs_stp,1598,1043455
upscaledb,8,clh_spin,166139,466
memcached-new,6,ttas,101882,34591
ssl_proxy,4,c-bo-mcs_spin,35142,11075583
memcached-old,7,mcs-timepub,16665,32719
memcached-new,4,alock-ls,320348,3649
memcached-old,6,ticket,20740,19487
memcached-old,7,pthreadadapt,15977,31215
kyotocabinet,8,mcs-ls,235434,809
memcached-new,6,ahmcs,289064,3129
ssl_proxy,8,clh-ls,25375,16392191
ssl_proxy,1,clh-ls,36985,801279
sqlite,8,c-bo-mcs_stp,2282,1238015
memcached-new,2,spinlock,172520,7287
memcached-old,7,malth_stp,29021,19887
upscaledb,8,c-bo-mcs_stp,98090,642
memcached-old,4,c-bo-mcs_stp,86168,3183
upscaledb,8,pthread,55496,4955
kyotocabinet,6,mcs_stp,59122,2185
upscaledb,1,pthreadadapt,86042,1577
memcached-new,2,mcs_spin,320067,3119
memcached-new,2,ahmcs,318831,3155
upscaledb,2,malth_spin,192275,324
mysqld,4,c-bo-mcs_stp,818,19262
memcached-new,4,malth_stp,248983,26527
memcached-new,6,ahmcs,311050,3121
ssl_proxy,2,pthread,26667,2914303
upscaledb,1,pthread,82689,1697
upscaledb,8,ttas-ls,44488,12519
mysqld,6,c-bo-mcs_stp,721,89126
memcached-new,1,alock-ls,228201,3637
kyotocabinet,2,c-bo-mcs_stp,352862,36
ssl_proxy,4,partitioned,38813,3323903
ssl_proxy,4,pthread,14017,22478847
ssl_proxy,8,backoff,30488,17530879
ssl_proxy,8,ticket-ls,15951,36700159
upscaledb,4,c-tkt-tkt,189547,3815
kyotocabinet,8,mcs-ls,237664,806
memcached-new,2,ttas-ls,249925,15271
ssl_proxy,6,malth_spin,29581,11698175
upscaledb,2,ticket-ls,165076,128
memcached-new,4,c-bo-mcs_stp,139801,57951
upscaledb,2,mcs-timepub,168783,124
ssl_proxy,4,mcs-ls,38307,3465215
kyotocabinet,4,pthread,114248,1482
upscaledb,1,malth_spin,173041,232
kyotocabinet,1,c-bo-mcs_stp,323125,29
ssl_proxy,1,mcs_stp,37603,782847
memcached-old,4,ttas-ls,49395,3863
ssl_proxy,6,ahmcs,38217,11689983
memcached-old,6,mcs-ls,38497,13471
upscaledb,1,mcs-ls,162291,76
memcached-old,1,mcs-timepub,116525,1589
ssl_proxy,4,clh_spin,37734,5337087
kyotocabinet,2,clh-ls,287832,164
memcached-old,4,spinlock,40157,4611
kyotocabinet,6,ttas-ls,87357,2651
memcached-old,2,mcs_stp,78989,2531
memcached-old,2,c-tkt-tkt,100104,1970
upscaledb,1,c-bo-mcs_spin,144782,292
ssl_proxy,8,ticket-ls,15928,40665087
ssl_proxy,4,c-tkt-tkt,40929,3383295
mysqld,1,mcs-timepub,728,62630
ssl_proxy,4,partitioned,39293,3155967
kyotocabinet,2,spinlock,130367,680
memcached-old,7,hmcs,48309,24015
ssl_proxy,6,clh-ls,34005,8658943
ssl_proxy,6,c-tkt-tkt,33437,9674751
memcached-new,2,spinlock,170192,7255
memcached-new,2,mcs_spin,319395,3141
kyotocabinet,4,mcs-ls,276942,340
upscaledb,2,c-ptl-tkt,194512,1450
memcached-old,6,backoff,27509,16847
kyotocabinet,1,mcs_stp,80137,272
memcached-new,6,c-bo-mcs_stp,45382,259071
upscaledb,8,hticket-ls,168107,5571
ssl_proxy,8,alock-ls,27449,13877247
memcached-new,2,c-bo-mcs_spin,191554,12455
upscaledb,6,mutexee,88271,5343
memcached-old,1,mcs-ls,119796,1516
memcached-old,1,c-bo-mcs_stp,139455,1409
memcached-new,6,ticket,113434,9783
mysqld,4,pthreadadapt,989,17714
upscaledb,8,c-bo-mcs_stp,90618,485
ssl_proxy,6,partitioned,31403,6516735
memcached-old,6,malth_spin,34598,15847
memcached-old,4,spinlock-ls,48831,4171
memcached-new,2,hmcs,329469,3025
upscaledb,6,mcs_stp,46133,1104
sqlite,6,mcs_stp,1991,772095
ssl_proxy,2,c-tkt-tkt,47621,1308671
upscaledb,2,clh-ls,176888,120
kyotocabinet,8,ticket-ls,174823,1095
kyotocabinet,1,backoff,376302,40
ssl_proxy,8,c-bo-mcs_stp,4639,88342527
upscaledb,1,mcs-timepub,159598,76
ssl_proxy,6,partitioned,32655,6762495
memcached-new,1,hmcs,247187,3309
memcached-new,4,mutexee,98206,11439
memcached-old,4,pthread,38197,7403
memcached-old,7,mutexee,16856,33151
memcached-new,2,ahmcs,303940,3259
ssl_proxy,8,clh_spin,26633,13008895
memcached-new,6,ahmcs,313244,3305
ssl_proxy,8,spinlock-ls,3257,84541439
upscaledb,1,backoff,145430,299
memcached-new,1,hmcs,247916,3479
ssl_proxy,1,c-bo-mcs_spin,36800,813055
memcached-new,4,malth_stp,245459,31439
kyotocabinet,8,partitioned,228780,823
ssl_proxy,4,spinlock,7051,43712511
ssl_proxy,2,c-tkt-tkt,47641,1556479
memcached-new,2,c-tkt-tkt,307805,3233
memcached-old,7,ahmcs,27766,22575
kyotocabinet,1,malth_spin,340454,139
kyotocabinet,1,clh-ls,304339,80
memcached-new,6,malth_spin,255049,42207
upscaledb,1,backoff,145753,299
memcached-old,6,alock-ls,42164,17343
memcached-new,4,mcs-ls,301459,3283
kyotocabinet,6,c-ptl-tkt,283731,2329
memcached-new,2,spinlock-ls,173734,19807
ssl_proxy,2,mcs_spin,40434,1678335
upscaledb,6,mcs_spin,162122,364
memcached-new,4,malth_stp,245083,31455
upscaledb,8,backoff,146230,5919
memcached-new,4,ttas,98668,34431
ssl_proxy,4,alock-ls,40868,3151871
ssl_proxy,6,ttas-ls,7881,54525951
kyotocabinet,4,mcs-timepub,275345,341
kyotocabinet,6,c-bo-mcs_stp,170393,344
memcached-old,1,c-bo-mcs_spin,138791,1449
memcached-old,1,pthreadadapt,117942,2623
sqlite,4,mcs-timepub,11067,186239
memcached-old,6,hmcs,69803,12719
ssl_proxy,1,ttas,39944,792063
ssl_proxy,8,c-bo-mcs_stp,4089,86835199
mysqld,8,pthread,1015,15929
memcached-old,2,mcs-timepub,72338,4089
sqlite,6,mutexee,3091,552447
mysqld,1,mutexee,1026,13024
memcached-new,6,mcs-ls,294205,4073
memcached-new,2,spinlock,153335,14271
kyotocabinet,2,mcs_spin,329652,148
mysqld,8,pthreadadapt,1022,13890
memcached-old,7,mcs_spin,17650,31471
memcached-old,6,hmcs,60860,10215
kyotocabinet,2,c-ptl-tkt,326538,433
sqlite,2,mutexee,6331,212863
kyotocabinet,8,clh-ls,229076,823
upscaledb,2,mutexee,77622,5379
upscaledb,1,clh_spin,167303,74
ssl_proxy,2,clh_spin,41112,1481727
upscaledb,6,ttas-ls,49122,5575
memcached-new,2,spinlock,175153,9703
memcached-old,7,alock-ls,23881,31919
upscaledb,2,pthread,93151,1960
memcached-old,2,c-bo-mcs_stp,96937,5555
kyotocabinet,4,mcs_spin,303638,316
sqlite,8,mcs_stp,1799,916479
ssl_proxy,1,c-bo-mcs_stp,35312,872959
kyotocabinet,6,ticket-ls,207335,663
upscaledb,8,c-bo-mcs_stp,87725,617
kyotocabinet,4,hticket-ls,331632,2363
memcached-old,6,mutexee,22965,22271
kyotocabinet,2,ticket-ls,304105,159
memcached-new,2,c-tkt-tkt,324668,3029
upscaledb,4,malth_spin,199672,346
memcached-new,4,mcs_stp,90526,11663
memcached-new,1,ttas,264772,3429
memcached-new,1,alock-ls,234361,3299
ssl_proxy,2,c-bo-mcs_spin,35279,2971647
kyotocabinet,4,ttas-ls,123512,1343
ssl_proxy,8,pthreadadapt,11432,54591487
mysqld,2,mutexee,982,15772
upscaledb,6,mcs-ls,156790,373
ssl_proxy,1,backoff,40115,741887
upscaledb,6,malth_stp,177071,285
ssl_proxy,4,pthread,14991,11730943
ssl_proxy,8,malth_stp,23311,25280511
mysqld,1,malth_stp,1067,17024
memcached-old,4,spinlock,37677,5139
memcached-old,7,c-bo-mcs_stp,55865,19135
upscaledb,6,c-tkt-tkt,171205,4275
kyotocabinet,4,backoff,316240,296
ssl_proxy,6,pthreadadapt,14011,23986175
ssl_proxy,2,ticket,23120,2861055
kyotocabinet,4,malth_spin,251184,167
memcached-new,6,pthread,59418,19263
memcached-new,6,pthreadadapt,101973,13519
ssl_proxy,1,mutexee,33346,894463
kyotocabinet,2,ttas,162286,1232
memcached-old,7,c-tkt-tkt,46552,23759
kyotocabinet,8,c-tkt-tkt,251147,2639
memcached-old,1,malth_spin,125168,1458
kyotocabinet,2,ttas-ls,206904,387
upscaledb,4,clh_stp,55740,629
memcached-old,7,backoff,19379,31007
memcached-old,6,hmcs,75914,11287
upscaledb,8,pthread,57020,4799
memcached-new,1,ticket,265374,3473
kyotocabinet,1,mutexee,235261,313
ssl_proxy,2,pthreadadapt,22149,3532799
upscaledb,4,pthread,107633,2421
memcached-new,2,spinlock-ls,172994,15023
memcached-old,2,mcs_stp,75340,3827
memcached-old,6,mcs_stp,26144,16087
memcached-new,6,ttas-ls,161217,8167
kyotocabinet,1,partitioned,345489,72
ssl_proxy,8,ticket,8217,73334783
mysqld,2,malth_stp,1059,10709
mysqld,1,mcs_stp,975,23291
kyotocabinet,6,ticket,115934,1121
memcached-new,1,c-bo-mcs_spin,172944,5863
ssl_proxy,1,c-bo-mcs_spin,36385,843263
memcached-new,6,hmcs,305343,3235
memcached-old,4,ahmcs,39195,24591
ssl_proxy,1,pthread,31199,975359
memcached-old,2,c-bo-mcs_spin,112428,2263
upscaledb,1,ahmcs,155327,573
kyotocabinet,2,spinlock-ls,143236,624
ssl_proxy,8,spinlock-ls,3288,87883775
memcached-new,2,ahmcs,298845,3351
memcached-new,1,mutexee,201862,4093
kyotocabinet,8,malth_stp,259236,144
kyotocabinet,2,alock-ls,297519,161
memcached-old,2,alock-ls,82994,7691
ssl_proxy,1,ticket-ls,39548,778239
upscaledb,6,ticket-ls,129467,443
ssl_proxy,4,hticket-ls,40668,6742015
upscaledb,2,ttas,130882,784
ssl_proxy,1,c-bo-mcs_spin,35933,849919
kyotocabinet,6,clh-ls,246196,569
upscaledb,1,ticket-ls,161954,76
mysqld,2,pthreadadapt,1018,14646
upscaledb,2,malth_stp,168755,343
ssl_proxy,2,spinlock,16885,6692863
kyotocabinet,6,hmcs,312732,2115
mysqld,2,mutexee,920,24953
memcached-old,2,pthread,74787,2401
memcached-new,4,alock-ls,307427,3151
upscaledb,6,ttas,61325,10559
mysqld,1,pthread,953,21651
kyotocabinet,8,partitioned,224066,837
memcached-new,6,ttas,105663,9079
upscaledb,8,c-ptl-tkt,170323,4347
memcached-old,7,pthread,15650,32079
ssl_proxy,4,mcs_spin,38268,3315711
upscaledb,6,malth_spin,192185,334
memcached-new,2,pthreadadapt,167677,6655
memcached-old,2,ticket,92708,2277
memcached-old,2,pthreadadapt,71186,5439
kyotocabinet,8,mcs-ls,237934,807
kyotocabinet,4,mcs-ls,279393,336
kyotocabinet,1,clh_spin,331898,74
ssl_proxy,1,spinlock,38611,788991
kyotocabinet,4,c-bo-mcs_stp,316921,138
sqlite,6,pthreadadapt,5276,312319
memcached-old,6,mcs-timepub,25850,16463
upscaledb,4,mcs-timepub,165413,239
sqlite,6,mutexee,3096,557567
mysqld,2,pthreadadapt,943,24469
kyotocabinet,4,partitioned,280692,334
memcached-old,2,pthread,84745,3739
kyotocabinet,8,ttas,45673,20127
ssl_proxy,4,clh_stp,4736,64880639
memcached-old,1,mcs-ls,119856,1522
upscaledb,8,malth_stp,180935,251
ssl_proxy,2,mutexee,24158,2899967
memcached-old,7,spinlock-ls,22554,31087
sqlite,1,pthreadadapt,7810,164607
ssl_proxy,8,ticket,8785,72548351
memcached-new,2,alock-ls,290971,3395
ssl_proxy,1,pthreadadapt,35842,854015
ssl_proxy,1,mcs_stp,36769,814079
kyotocabinet,6,spinlock-ls,32750,9887
memcached-old,6,ticket-ls,22120,19359
memcached-new,4,malth_stp,253847,29679
kyotocabinet,2,mutexee,237469,622
memcached-new,1,spinlock-ls,263376,3543
kyotocabinet,1,c-bo-mcs_spin,410981,18
kyotocabinet,1,hmcs,373337,113
upscaledb,6,clh_spin,166616,352
upscaledb,8,ttas,48323,24143
ssl_proxy,6,ttas,5036,86507519
kyotocabinet,6,malth_stp,271519,144
sqlite,2,mcs_stp,1861,702975
upscaledb,2,mcs-timepub,166122,126
mysqld,1,pthread,1026,980215
memcached-new,2,spinlock,172062,12311
memcached-old,1,c-tkt-tkt,133066,1471
upscaledb,2,clh_spin,182147,117
ssl_proxy,6,ahmcs,37559,11313151
memcached-old,6,c-tkt-tkt,55691,13911
upscaledb,1,ticket-ls,161682,77
memcached-new,2,c-tkt-tkt,329282,2999
memcached-new,2,ahmcs,301484,3319
memcached-old,1,ttas,180383,1285
upscaledb,8,hticket-ls,169489,5531
mysqld,1,mcs-timepub,705,60141
memcached-old,4,mcs-ls,51657,3891
kyotocabinet,8,c-bo-mcs_spin,323303,81
ssl_proxy,2,c-tkt-tkt,46501,1474559
mysqld,6,malth_stp,1046,678042
ssl_proxy,4,ahmcs,42117,4907007
mysqld,2,mutexee,1031,876055
sqlite,6,mcs-timepub,1402,1570815
upscaledb,8,partitioned,153078,510
memcached-new,6,c-tkt-tkt,276083,3387
upscaledb,8,backoff,146395,5919
mysqld,4,pthread,981,14887
kyotocabinet,6,mcs_spin,279107,520
ssl_proxy,2,spinlock-ls,18488,6332415
memcached-old,6,malth_stp,35547,14039
kyotocabinet,2,spinlock,130409,638
kyotocabinet,1,mutexee,241798,298
kyotocabinet,1,ticket-ls,332946,74
upscaledb,1,clh_spin,164269,75
kyotocabinet,6,mcs_stp,69495,1844
mysqld,6,mutexee,1011,17943
upscaledb,4,clh_spin,181005,217
memcached-old,6,malth_spin,37120,15559
ssl_proxy,2,ahmcs,43789,1593343
upscaledb,1,mcs_stp,66473,145
upscaledb,1,c-ptl-tkt,152543,575
memcached-old,6,pthreadadapt,18869,18687
kyotocabinet,8,partitioned,222695,843
ssl_proxy,4,ticket-ls,25159,4784127
upscaledb,1,clh-ls,162065,76
memcached-new,6,mcs_spin,306519,3211
memcached-new,2,hmcs,326178,3039
ssl_proxy,4,ticket,11109,12410879
kyotocabinet,4,pthread,135696,1368
kyotocabinet,8,mcs_stp,55932,3027
memcached-old,6,pthreadadapt,21637,19007
ssl_proxy,2,c-bo-mcs_spin,36444,2559999
memcached-new,4,ahmcs,336927,2959
upscaledb,4,c-bo-mcs_spin,187977,42
memcached-old,6,mcs-ls,35904,15695
sqlite,6,mcs_stp,1968,801791
upscaledb,4,hmcs,198010,3627
upscaledb,4,hticket-ls,198168,4643
upscaledb,4,clh-ls,179568,214
memcached-old,1,ahmcs,128399,1422
ssl_proxy,1,mcs_spin,37438,793087
memcached-old,6,c-bo-mcs_stp,65792,14519
ssl_proxy,2,alock-ls,43791,1357823
upscaledb,6,mcs-ls,157148,375
memcached-old,7,ahmcs,27348,30799
upscaledb,2,c-bo-mcs_spin,190655,27
sqlite,8,mcs_stp,1807,948735
upscaledb,6,hmcs,178420,4087
upscaledb,1,malth_stp,155915,374
memcached-new,6,malth_spin,274854,32175
sqlite,2,pthreadadapt,6384,207999
ssl_proxy,8,c-bo-mcs_spin,25393,27574271
kyotocabinet,1,spinlock,231299,175
mysqld,8,pthreadadapt,1012,19216
memcached-new,6,ttas-ls,165070,7735
memcached-new,2,malth_spin,296540,5251
memcached-new,1,mcs-timepub,243357,3499
kyotocabinet,8,mcs_spin,258713,767
kyotocabinet,6,pthread,83670,3195
kyotocabinet,6,malth_spin,235884,164
kyotocabinet,2,malth_spin,298775,150
ssl_proxy,4,clh-ls,38356,3713023
memcached-old,6,ticket-ls,22879,18975
sqlite,2,mcs_stp,1899,689151
upscaledb,6,pthread,64907,3117
ssl_proxy,6,hticket-ls,35566,6402047
memcached-old,7,malth_spin,30208,19935
upscaledb,6,mcs-ls,158154,368
memcached-old,7,ahmcs,26773,31135
memcached-new,2,mcs_spin,313620,3201
ssl_proxy,4,pthread,15224,9043967
upscaledb,1,ttas,144904,168
ssl_proxy,4,ttas,8238,31129599
memcached-new,4,malth_stp,245088,23023
mysqld,8,pthread,994,32980
kyotocabinet,4,ticket-ls,236305,391
ssl_proxy,6,malth_spin,29438,14147583
sqlite,8,pthreadadapt,4324,415999
upscaledb,8,clh_spin,165621,465
ssl_proxy,2,ticket-ls,41338,1565695
upscaledb,8,ticket-ls,116871,627
mysqld,8,malth_stp,1024,16018
kyotocabinet,2,ttas-ls,215540,339
memcached-new,4,c-bo-mcs_stp,136217,58463
memcached-new,2,ticket,206118,4879
kyotocabinet,6,spinlock,27103,11255
memcached-old,6,c-bo-mcs_stp,66578,13343
kyotocabinet,8,ttas-ls,76118,3955
kyotocabinet,6,spinlock-ls,31947,10143
memcached-old,7,spinlock,20074,29039
kyotocabinet,6,mcs_stp,60158,2129
ssl_proxy,8,alock-ls,26909,19709951
mysqld,8,mutexee,1016,21173
ssl_proxy,6,mcs-ls,33108,8749055
ssl_proxy,1,malth_spin,35846,818175
kyotocabinet,1,c-bo-mcs_spin,364548,19
sqlite,1,mcs_stp,10494,118911
upscaledb,4,pthreadadapt,123899,3365
memcached-old,4,c-bo-mcs_stp,94173,3119
memcached-new,1,ticket,267914,3447
memcached-new,1,backoff,193478,5211
memcached-new,6,ticket,113440,9175
memcached-old,4,ticket-ls,42588,6995
kyotocabinet,8,pthread,65373,5331
kyotocabinet,6,ahmcs,319870,2077
memcached-old,6,c-tkt-tkt,48163,15231
kyotocabinet,1,spinlock-ls,271170,144
kyotocabinet,2,c-bo-mcs_stp,355947,27
kyotocabinet,1,pthread,236380,180
ssl_proxy,1,malth_spin,35992,812543
memcached-new,6,spinlock,30739,52735
ssl_proxy,4,ttas,7472,67174399
sqlite,2,mutexee,6336,212991
ssl_proxy,1,c-ptl-tkt,36718,828415
kyotocabinet,1,clh-ls,305447,80
memcached-new,2,hmcs,330495,2985
upscaledb,2,pthreadadapt,109382,2227
memcached-new,2,ttas-ls,264695,11855
ssl_proxy,8,ahmcs,31249,22036479
kyotocabinet,2,malth_stp,311326,140
upscaledb,6,hmcs,179594,4067
kyotocabinet,1,ticket,300743,81
memcached-new,6,ahmcs,307765,3223
memcached-new,2,spinlock-ls,186624,11807
mysqld,4,malth_stp,981,12551
kyotocabinet,4,backoff,318042,313
kyotocabinet,1,mutexee,233583,324
upscaledb,2,malth_spin,191821,341
mysqld,6,malth_stp,1104,25755
upscaledb,2,mcs-ls,174230,122
ssl_proxy,1,hticket-ls,37333,800255
ssl_proxy,2,mcs-ls,42148,1548287
ssl_proxy,6,spinlock,3429,86769663
kyotocabinet,4,ttas,89505,4495
kyotocabinet,4,mcs-timepub,273719,344
memcached-new,4,mcs-ls,305843,3197
ssl_proxy,8,ttas-ls,6344,85065727
upscaledb,4,pthread,101349,2739
kyotocabinet,2,pthreadadapt,209628,799
upscaledb,2,clh_stp,64155,283
sqlite,1,mcs-timepub,11400,109823
ssl_proxy,6,c-bo-mcs_stp,22197,36405247
ssl_proxy,8,malth_spin,25992,22872063
kyotocabinet,2,pthread,183985,458
mysqld,4,mcs_stp,990,63029
memcached-old,7,c-bo-mcs_spin,49066,25567
kyotocabinet,2,malth_spin,301525,150
ssl_proxy,1,ttas,40065,814591
kyotocabinet,2,clh_spin,316934,152
